days_since_first_purchase,total_revenue,percentage_of_total_revenue,cumulative_percentage_of_total_revenue
37,37705.90319711091,0.018279598602727116,62.92441992339857
38,76987.06138763449,0.037322871498733895,62.9617427948973
39,61408.305955177,0.029770383111260464,62.99151317800856
40,63765.81897092664,0.03091329146179986,63.02242646947036
41,64782.97519312154,0.03140640277545257,63.05383287224581
42,48347.88259073745,0.023438767198611373,63.077271639444426
43,64058.48622824847,0.03105517481518454,63.10832681425961
44,37314.27361569644,0.01808973890060601,63.12641655316022
45,31290.06627267875,0.015169238851732972,63.14158579201195
46,36512.732338185284,0.017701156435419405,63.159286948447374
47,47407.10644452529,0.022982684493527243,63.1822696329409
48,45467.673681294335,0.022042458973838424,63.20431209191474
49,63369.01124288701,0.030720921424856145,63.235033013339596
50,18090.929061327322,0.008770375287464608,63.24380338862706
51,42594.35781835141,0.020649492457193108,63.26445288108425
52,46816.85878423143,0.022696535922838785,63.28714941700709
53,39407.476574530156,0.019104511300606575,63.3062539283077
54,28234.055457582555,0.013687702904071822,63.31994163121177
55,81486.75574258514,0.039504296678061185,63.35944592788983
56,74877.28928271282,0.03630006647482046,63.39574599436465
57,56855.704290605245,0.027563308781507895,63.42330930314616
58,34017.15971568747,0.016491317605018162,63.43980062075118
59,62626.69971619289,0.03036105319214966,63.47016167394333
60,95244.5021554942,0.04617397067556288,63.51633564461889
61,38645.32121181796,0.018735022893699448,63.53507066751259
62,102355.31686270589,0.04962125154049008,63.584691919053085
63,45527.47404146845,0.022071449834356126,63.60676336888744
64,24335.82327161985,0.01179786302284363,63.618561231910284
65,83142.87072742652,0.040307171416390786,63.65886840332668
66,35499.99841667352,0.0172101890269522,63.67607859235363
67,74243.27466972353,0.03599269994462166,63.712071292298255
68,25013.81901880385,0.012126551346475384,63.72419784364473
69,54362.34502421594,0.026354542973042155,63.75055238661778
70,87884.69643724136,0.042605980442828546,63.793158367060606
71,31933.35492280187,0.015481101380220073,63.80863946844082
72,73206.81600018113,0.035490230918790104,63.84412969935961
73,69808.96161020537,0.033842971230179056,63.87797267058979
74,46903.684615925165,0.022738628571923797,63.90071129916171
75,41741.866853417756,0.020236209885231466,63.92094750904695
76,48908.16380591833,0.023710388214148788,63.944657897261095
77,76490.07284144593,0.037081934394350306,63.981739831655446
78,71970.20872672595,0.03489073103491765,64.01663056269037
79,31849.71528265976,0.015440553377932953,64.0320711160683
80,23793.98919111212,0.0115351850689651,64.04360630113726
81,60894.27780624163,0.029521185308361494,64.07312748644563
82,37659.50603942366,0.018257105535410923,64.09138459198104
83,56829.70474092436,0.02755070435377323,64.11893529633481
84,63424.07300720449,0.030747615042161103,64.14968291137697
85,62840.60495167311,0.03046475318371755,64.18014766456069
86,59816.94667691104,0.028998901556041914,64.20914656611673
87,48910.116747422784,0.023711334988626234,64.23285790110536
88,60999.45031759878,0.029572172319111488,64.26243007342447
89,41748.685009545145,0.020239515286949807,64.28266958871141
90,53090.26852709128,0.025737847819557975,64.30840743653097
91,57203.78129243805,0.027732054450934848,64.3361394909819
92,42203.98722137791,0.020460243103274187,64.35659973408518
93,75004.63322244913,0.03636180206276543,64.39296153614795
94,110863.08342333387,0.05374576639220964,64.44670730254016
95,25228.24338077469,0.012230503007492038,64.45893780554765
96,37669.79903216983,0.01826209551734657,64.47719990106499
97,60923.83453603904,0.029535514235953585,64.50673541530095
98,39470.63016354523,0.019135127786610966,64.52587054308756
99,29718.915383732234,0.014407554203996944,64.54027809729156
100,21567.78308422109,0.010455933530335311,64.5507340308219
101,45102.62325578018,0.021865484689115155,64.57259951551102
102,79415.26492868732,0.03850005019736184,64.61109956570837
103,51452.95964426525,0.0249440901681292,64.6360436558765
104,47208.38464228259,0.022886345340487526,64.65893000121699
105,58120.44829693213,0.028176449186871046,64.68710645040386
106,38774.64698979484,0.018797719265088424,64.70590416966895
107,83375.39214721257,0.0404198964238785,64.74632406609284
108,51640.31142161483,0.02503491720042584,64.77135898329327
109,71258.8648269554,0.03454587572437571,64.80590485901764
110,66348.01852390231,0.03216512651515441,64.8380699855328
111,49663.83647399729,0.024076733849083574,64.86214671938188
112,24548.949708462616,0.011901185457443572,64.87404790483933
113,36577.01488019615,0.017732320231151302,64.89178022507048
114,56172.906406355636,0.02723229241026153,64.91901251748074
115,44162.79696107258,0.0214098624664161,64.94042237994715
116,71356.43117431407,0.03459317531185748,64.975015555259
117,46913.76340420527,0.022743514708802655,64.99775906996781
118,19606.157988682233,0.00950494929935065,65.00726401926717
119,92156.80073815782,0.04467707131158463,65.05194109057875
120,57158.03345837574,0.027709876171867202,65.07965096675062
121,71008.0171134875,0.03442426623822616,65.11407523298885
122,71678.17141920957,0.03474915307746855,65.14882438606632
123,46364.2577748929,0.02247711763348903,65.17130150369981
124,36985.50638015642,0.01793035449153926,65.18923185819135
125,60510.08318155432,0.029334930029237254,65.21856678822058
126,50214.024934880545,0.02434346195709953,65.24291025017769
127,40373.553753410706,0.019572859796513832,65.2624831099742
128,63875.16069294074,0.030966299681189285,65.29344940965538
129,24812.891025998226,0.01202914264531424,65.3054785523007
130,80981.51650837743,0.039259359688980554,65.34473791198968
131,55674.478649979974,0.026990657585301208,65.37172856957498
132,59903.06713633784,0.029040652244828623,65.40076922181981
133,43695.54187304224,0.021183339966487465,65.4219525617863
134,30280.94557079361,0.014680023110745868,65.43663258489704
135,70732.85487978235,0.034290869216638695,65.47092345411367
136,19368.952785940204,0.009389953621619875,65.4803134077353
137,35423.9234790062,0.017173308347632133,65.49748671608293
138,54353.05061558172,0.02635003709877109,65.5238367531817
139,40423.16686029311,0.01959691193695729,65.54343366511866
140,106409.4752976359,0.05158668354393456,65.59502034866259
141,39981.411731893975,0.019382751666465452,65.61440310032906
142,72219.23332036988,0.035011456683371744,65.64941455701243
143,76481.26432001313,0.03707766407531741,65.68649222108775
144,31373.562507587973,0.01520971733201233,65.70170193841976
145,39850.23633788866,0.019319158612177992,65.72102109703194
146,24372.34592308103,0.011815568988011144,65.73283666601995
147,74314.2517258067,0.03602710920113572,65.76886377522108
148,41470.3777965119,0.020104593598006388,65.78896836881908
149,42265.94515314257,0.020490279941723397,65.80945864876081
150,34672.42940967754,0.01680898847262884,65.82626763723344
151,23460.75102671046,0.011373633180059845,65.8376412704135
152,70395.37212424817,0.03412725957508581,65.87176852998859
153,44086.800858811155,0.021373020006034003,65.89314154999462
154,128969.23483554485,0.06252352138524683,65.95566507137987
155,35470.95211463216,0.01719610755171385,65.97286117893158
156,65981.47309070606,0.031987427459559216,66.00484860639114
157,93891.83071838129,0.045518203572397636,66.05036680996353
158,61906.12936604221,0.030011724953095825,66.08037853491663
159,58521.85677818768,0.028371049641731493,66.10874958455837
160,27833.70688641956,0.01349361628734822,66.12224320084572
161,37245.70844573742,0.018056498912203494,66.14029969975792
162,47917.504261691014,0.023230122333080503,66.163529822091
163,44728.55627399537,0.021684139231301434,66.18521396132229
164,58573.928096074946,0.02839629350831436,66.2136102548306
165,48681.053136002316,0.023600286306159502,66.23721054113676
166,42589.982221007114,0.020647371193509734,66.25785791233027
167,45922.01835856761,0.0222627225830782,66.28012063491335
168,62638.71090136324,0.030366876143598648,66.31048751105695
169,35146.52245910542,0.01703882597575351,66.32752633703271
170,33238.83604151032,0.016113990896449937,66.34364032792915
171,64055.4854386568,0.03105372005015901,66.3746940479793
172,52203.82450335198,0.025308105005732943,66.40000215298504
173,126783.92228609,0.06146409480111988,66.46146624778616
174,36073.8430519323,0.017488385508230567,66.47895463329439
175,83027.49476058742,0.04025123783084067,66.51920587112524
176,43992.57947646325,0.02132734203778298,66.54053321316302
177,44869.95886214345,0.02175269036875123,66.56228590353177
178,61939.896364538596,0.030028094994023004,66.5923139985258
179,40509.05457908838,0.019638549794463958,66.61195254832026
180,25936.06682004568,0.012573651619629431,66.6245261999399
181,65932.19950114026,0.03196353991510047,66.65648973985499
182,57837.38422664989,0.0280392214017,66.68452896125669
183,53976.15982030228,0.026167322672895756,66.71069628392958
184,44279.5654714438,0.021466471148824953,66.7321627550784
185,46651.946299883944,0.022616587326920214,66.75477934240533
186,57152.29368061997,0.027707093561598038,66.78248643596693
187,69217.09466144678,0.03355603763803116,66.81604247360497
188,34196.50120328043,0.016578261296271962,66.83262073490124
189,37846.25178212611,0.018347638765699135,66.85096837366694
190,49176.666288157074,0.023840556627659597,66.8748089302946
191,53618.869791773155,0.025994110582679347,66.90080304087728
192,25274.01605879026,0.012252693330761118,66.91305573420804
193,57712.706629657485,0.027978778440929115,66.94103451264897
194,30376.811892746526,0.014726498535977251,66.95576101118495
195,61857.58451244313,0.02998819069551869,66.98574920188047
196,55544.805200513896,0.02692779266483293,67.0126769945453
197,42915.98341751589,0.02080541464323263,67.03348240918854
198,39951.38536556935,0.01936819506186582,67.05285060425041
199,25774.577567907105,0.012495362586415822,67.06534596683683
200,65545.3509126745,0.03177599801005131,67.09712196484688
201,42230.850771847545,0.02047326639347525,67.11759523124036
202,31189.08944243897,0.015120285882344871,67.1327155171227
203,56657.082877846224,0.02746701829669543,67.1601825354194
204,42252.03423957365,0.020483536013195608,67.1806660714326
205,35110.82737250826,0.017021521209131828,67.19768759264173
206,59780.77126333879,0.028981363929746862,67.22666895657147
207,51891.76425306,0.025156820044187688,67.25182577661566
208,21473.258078339375,0.010410108367192937,67.26223588498286
209,52930.74818797886,0.025660513303720957,67.28789639828658
210,49940.31386318221,0.02421076845026023,67.31210716673684
211,37446.86972268265,0.018154020708134173,67.33026118744498
212,61926.00891362365,0.03002136244005093,67.36028254988503
213,45794.51855396275,0.022200911432767877,67.38248346131779
214,30933.932130564153,0.014996587128405996,67.3974800484462
215,33297.31336627528,0.01614234035723534,67.41362238880343
216,50674.525827029895,0.024566710062858547,67.43818909886629
217,90064.46975868953,0.04366272164201719,67.48185182050831
218,20029.842512013573,0.009710349047506745,67.49156216955582
219,31797.580004565683,0.015415278503820554,67.50697744805964
220,55759.31099457534,0.02703178380364492,67.5340092318633
221,31071.48859152488,0.015063273686169356,67.54907250554946
222,59371.567525979895,0.028782984380885415,67.57785548993034
223,29693.945297667935,0.014395448854127857,67.59225093878447
224,48785.100261655505,0.023650727736583943,67.61590166652105
225,29606.864442512102,0.014353232571178487,67.63025489909224
226,45288.72670965025,0.021955706541580598,67.65221060563381
227,47542.83157738716,0.023048483234272082,67.67525908886809
228,81060.94199963601,0.039297864696842086,67.71455695356494
229,33731.92901653348,0.016353039450999307,67.73090999301594
230,59209.437990571394,0.02870438494213384,67.75961437795807
231,46160.38341134341,0.022378280549237548,67.7819926585073
232,32875.90004323966,0.015938041673534197,67.79793070018084
233,15833.374780493497,0.007675926339728685,67.80560662652057
234,32094.663260237823,0.015559302707057097,67.82116592922763
235,48651.68394099875,0.023586048294325018,67.84475197752195
236,21728.879246208602,0.010534031995771282,67.85528600951773
237,34593.83663857304,0.016770887162567225,67.87205689668029
238,101184.99680091522,0.049053887304327415,67.92111078398462
239,64378.90506632593,0.03121051197059465,67.95232129595522
240,46085.73016310052,0.022342089096532222,67.97466338505174
241,53319.347440731035,0.025848903920450007,68.00051228897219
242,68957.98309814818,0.03343042188641626,68.03394271085861
243,33112.360693698625,0.016052676396726848,68.04999538725534
244,64708.88065479868,0.0313704821820082,68.08136586943735
245,52337.134645191785,0.025372732973130127,68.10673860241047
246,43915.44416774053,0.02128994729685401,68.12802854970732
247,47101.57428024539,0.022834564309426014,68.15086311401674
248,45745.68482001714,0.022177237127709287,68.17304035114445
249,98429.75203938676,0.047718160958515714,68.22075851210296
250,51713.72208933368,0.025070506257450775,68.24582901836041
251,28635.56866550402,0.013882354129799787,68.25971137249022
252,49931.336457069454,0.024206416256934506,68.28391778874715
253,75930.45980630991,0.036810637308542164,68.3207284260557
254,27781.77259698983,0.013468438851350188,68.33419686490704
255,40782.1256625423,0.019770933038791915,68.35396779794583
256,19582.397479733212,0.009493430345304806,68.36346122829113
257,25250.44226231761,0.01224126489381824,68.37570249318495
258,42636.79179973609,0.020670064200104893,68.39637255738505
259,50240.17616114345,0.024356139916743035,68.4207286973018
260,18796.57355016649,0.00911246755733483,68.42984116485913
261,39565.66264126888,0.019181198969097424,68.44902236382822
262,27288.159405869854,0.013229138099117422,68.46225150192734
263,34338.74181218693,0.016647218701223276,68.47889872062856
264,43239.407717848764,0.020962208828947983,68.49986092945751
265,48386.22525869857,0.02345735549700123,68.52331828495451
266,68840.21176002428,0.03337332703905093,68.55669161199356
267,38350.49444042154,0.0185920926206785,68.57528370461424
268,12238.067429263678,0.0059329426246760575,68.58121664723892
269,26361.467985317377,0.012779883585633492,68.59399653082455
270,32949.63459369882,0.015973787746993838,68.60997031857156
271,31892.498996482616,0.0154612946690599,68.62543161324062
272,66012.8999224455,0.03200266300149941,68.65743427624213
273,65759.9458054331,0.0318800323433841,68.68931430858551
274,49075.092559652556,0.02379131428552715,68.71310562287104
275,33361.46937844278,0.016173442812048397,68.72927906568309
276,35097.8674874723,0.01701523833360551,68.74629430401669
277,17504.024398625505,0.008485847382213947,68.7547801513989
278,38041.2098315112,0.018442153273639714,68.77322230467254
279,32737.962663119284,0.01587117044841777,68.78909347512096
280,82795.48536344459,0.04013876104889856,68.82923223616986
281,14575.622011769736,0.007066175244958446,68.83629841141482
282,48779.65088735518,0.02364808591219042,68.859946497327
283,28856.95456087518,0.013989680700987722,68.87393617802799
284,24942.878928710757,0.012092160010854431,68.88602833803884
285,33750.87759270757,0.01636222560852867,68.90239056364737
286,47121.47818142708,0.022844213602862314,68.92523477725024
287,44162.53102826795,0.021409733543767077,68.946644510794
288,54104.44529107108,0.02622951470951021,68.97287402550351
289,24225.10606535389,0.011744187976833537,68.98461821348035
290,46546.42076508884,0.022565429172497847,69.00718364265285
291,21460.544858550093,0.010403945073517634,69.01758758772637
292,29715.548957159237,0.014405922180327912,69.0319935099067
293,30954.224081065164,0.015006424545854552,69.04699993445256
294,85515.99536392004,0.04145764818822603,69.08845758264079
295,44747.109681896145,0.021693133813591798,69.11015071645437
296,67859.37921741142,0.032897825230176904,69.14304854168455
297,20173.455160071557,0.009779971608914473,69.15282851329347
298,52359.07287204001,0.02538336849560375,69.17821188178908
299,25986.919346978244,0.01259830462357426,69.19081018641266
300,36441.0899550627,0.01766642463229623,69.20847661104496
301,46559.92674619233,0.022571976792164116,69.23104858783712
302,60307.909315165714,0.029236917335940246,69.26028550517306
303,62461.276223223234,0.030280856862276884,69.29056636203534
304,20431.294047947144,0.009904970375020158,69.30047133241035
305,55824.79190299933,0.027063528560318045,69.32753486097067
306,26679.497011157626,0.01293406217422175,69.3404689231449
307,56186.38373668907,0.027238826140204127,69.3677077492851
308,47134.061535265755,0.022850313938293735,69.3905580632234
309,23475.961467970377,0.011381007111917363,69.40193907033532
310,61469.58040771616,0.029800088603028227,69.43173915893834
311,26325.105682205834,0.012762255356396414,69.44450141429473
312,19326.123906072495,0.009369190434261824,69.45387060472899
313,18579.02740657103,0.009007002475071507,69.46287760720406
314,54309.750995563845,0.026329045699375622,69.48920665290343
315,33643.07732241641,0.016309964675807163,69.50551661757925
316,60996.2577838794,0.029570624597668224,69.53508724217691
317,39731.66708608725,0.019261676940986475,69.5543489191179
318,20546.97010633404,0.009961049443175728,69.56430996856108
319,55758.58524090733,0.027031431962564065,69.59134140052365
320,91753.71129514828,0.04448165593641929,69.63582305646007
321,19427.925911689756,0.009418543443786833,69.64524159990385
322,41961.95362535189,0.020342906649069604,69.66558450655292
323,50386.68658258732,0.02442716730152971,69.69001167385444
324,30238.810082497315,0.014659596075515874,69.70467126992996
325,57935.98777558967,0.028087023818366724,69.73275829374833
326,34888.89449812607,0.016913929465758162,69.74967222321409
327,59408.9504474229,0.028801107399846215,69.77847333061393
328,18855.707176871638,0.009141135189414692,69.78761446580334
329,44092.37022818428,0.021375720003328297,69.80899018580668
330,45756.24855851619,0.022182358365582768,69.83117254417226
331,68849.37059658571,0.03337776718878387,69.86455031136104
332,43731.38577430541,0.021200716877578053,69.88575102823862
333,54062.155094273025,0.02620901267251463,69.91196004091113
334,56558.785249648536,0.02741936418859303,69.93937940509971
335,17779.13074094106,0.008619217307986687,69.9479986224077
336,59622.66276564217,0.02890471386626832,69.97690333627396
337,35798.27789154177,0.01735479315017187,69.99425812942414
338,54323.05831531405,0.026335497009194145,70.02059362643334
339,71269.91814703043,0.034551234308498276,70.05514486074183
340,18964.195566950733,0.009193729718534839,70.06433859046037
341,48719.56978338214,0.023618958948741366,70.08795754940911
342,30106.295073600868,0.014595353583861425,70.10255290299297
343,52452.768082021095,0.025428791378606957,70.12798169437157
344,70069.9030076298,0.03396947407454319,70.16195116844611
345,37182.02147612739,0.018025623846444964,70.17997679229255
346,70333.00030193168,0.034097022084947845,70.2140738143775
347,13933.308397941399,0.006754785408293595,70.22082859978579
348,111608.56444964335,0.05410717117956215,70.27493577096536
349,31195.462905618828,0.015123375699555401,70.29005914666492
350,57119.18824854234,0.027691044244153355,70.31775019090907
351,30525.819284137393,0.014798736437008972,70.33254892734608
352,48701.70220685183,0.023610296853438403,70.35615922419952
353,98114.37811358186,0.047565269546703,70.40372449374622
354,29028.218401083992,0.014072708396619706,70.41779720214285
355,70894.34258644683,0.03436915750061562,70.45216635964347
356,32173.163656606048,0.015597359234393537,70.46776371887786
357,40198.51405235043,0.01948800158589899,70.48725172046376
358,68581.78794840882,0.033248044705379655,70.52049976516913
359,30237.155485110696,0.014658793936500178,70.53515855910564
360,48755.7814737544,0.02363651416181426,70.55879507326745
361,24123.89868388142,0.011695123237572986,70.57049019650502
362,33565.54787056303,0.016272378856622284,70.58676257536165
363,26957.56362770333,0.013068867223412653,70.59983144258506
364,90593.77648886266,0.04391932641063146,70.64375076899569
365,46566.50649097359,0.022575166613473554,70.66632593560917
366,37711.774458472006,0.01828244495546959,70.68460838056464
367,14894.852973135443,0.007220936524772449,70.69182931708941
368,55735.89879271796,0.027020433706814687,70.71884975079622
369,31519.11561009098,0.01528028061424503,70.73413003141047
370,22159.155535039532,0.010742627392809885,70.74487265880329
371,42258.84586716747,0.020486838249919533,70.76535949705321
372,26317.760431774972,0.012758694422480822,70.7781181914757
373,49667.00835711403,0.024078271559236957,70.80219646303493
374,28675.83120360685,0.013901873169866255,70.8160983362048
375,23599.480364624334,0.011440888341625157,70.82753922454643
376,35485.69267885788,0.017203253689967463,70.8447424782364
377,53350.72036227677,0.02586411332704751,70.87060659156344
378,47180.39166153766,0.02287277450917668,70.89347936607263
379,47890.152900181754,0.0232168625549759,70.9166962286276
380,49048.74418861199,0.023778540751262785,70.94047476937887
381,28278.92061090641,0.013709453264744065,70.9541842226436
382,42483.19594756531,0.020595601840456633,70.97477982448406
383,26971.01864106849,0.013075390134221172,70.98785521461828
384,63587.35550698632,0.030826773431213837,71.0186819880495
385,32021.08624079887,0.01552363300370327,71.0342056210532
386,20307.73790077723,0.009845071086482799,71.04405069213969
387,57395.014422628876,0.02782476314010634,71.0718754552798
388,63951.44498504764,0.03100328185430201,71.10287873713409
389,68371.06447592464,0.03314588721367213,71.13602462434777
390,57240.90336689873,0.027750051012823167,71.16377467536059
391,58559.710659759265,0.02838940097937395,71.19216407633996
392,31507.05782249657,0.015274435070216802,71.20743851141017
393,26144.30791572895,0.012674605669762723,71.22011311707993
394,31325.591237576675,0.015186461144362201,71.2352995782243
395,27185.985079587324,0.013179604590738506,71.24847918281503
396,32225.654070135715,0.015622806276062256,71.26410198909109
397,89721.79378270319,0.04349659435793961,71.30759858344902
398,48487.693661685975,0.02350654677794664,71.33110513022697
399,42317.09810710586,0.02051507859091381,71.35162020881789
400,16448.639529462984,0.007974203046873884,71.35959441186476
401,73584.38381710519,0.0356732735607499,71.39526768542551
402,21538.144630231774,0.010441564983338893,71.40570925040885
403,16497.60168291174,0.007997939608947194,71.41370719001779
404,21137.604457189762,0.010247385479158872,71.42395457549695
405,40648.749219235266,0.019706272928836012,71.44366084842578
406,37488.3187176434,0.01817411493546002,71.46183496336124
407,32753.85370742042,0.01587887433259963,71.47771383769384
408,73433.2636859985,0.03560001141601408,71.51331384910985
409,73739.82861809524,0.0357486322798376,71.54906248138968
410,65219.7083121808,0.03161812840555316,71.58068060979524
411,48707.46830290576,0.02361309222266268,71.6042937020179
412,27174.91231097043,0.013174236578078006,71.61746793859598
413,46454.64487429336,0.022520936764070996,71.63998887536005
414,44903.93004077883,0.021769159395000782,71.66175803475505
415,31222.417324211143,0.015136443042084282,71.67689447779713
416,29315.42883162209,0.014211946312691029,71.69110642410982
417,10080.401290828504,0.004886918856909283,71.69599334296673
418,23223.25406768389,0.011258496060609895,71.70725183902734
419,27900.765657873755,0.013526125982675413,71.72077796501002
420,25032.472789102416,0.012135594583861922,71.73291355959388
421,51894.65725701731,0.02515822255537591,71.75807178214926
422,16826.872916348704,0.008157568353210074,71.76622935050247
423,44505.77102198114,0.021576134260298925,71.78780548476277
424,21946.63859253761,0.010639600437457396,71.79844508520023
425,17742.51466345888,0.008601466050437394,71.80704655125066
426,40573.755776493614,0.019669916551852074,71.82671646780251
427,52265.194420250176,0.025337856778056694,71.85205432458056
428,44314.22039238456,0.021483271649295522,71.87353759622987
429,30757.463453401015,0.014911036158637855,71.8884486323885
430,31306.870575500805,0.015177385478238112,71.90362601786674
431,30875.54509035303,0.01496828143703769,71.91859429930378
432,40533.05012495176,0.01965018269301417,71.93824448199679
433,24501.59893385886,0.011878230082292893,71.95012271207908
434,31178.254230207684,0.015115033035613474,71.96523774511469
435,61505.689220393426,0.029817593941603757,71.9950553390563
436,27950.551848662446,0.013550262033171764,72.00860560108947
437,18179.998223370618,0.008813555489819698,72.0174191565793
438,31793.533884180728,0.015413316968616142,72.03283247354791
439,14327.295401333567,0.0069457879746305275,72.03977826152254
440,24668.148636939666,0.011958972392158946,72.05173723391471
441,71244.1084588638,0.0345387219245015,72.08627595583921
442,16712.03420160982,0.008101895224296912,72.09437785106351
443,49848.14814960846,0.024166087058058724,72.11854393812158
444,52504.82322296569,0.025454027402703798,72.14399796552428
445,48236.95604931462,0.02338499066815676,72.16738295619244
446,55977.57366567342,0.02713759625419876,72.19452055244663
447,64028.132806038164,0.03104045965582811,72.22556101210246
448,57409.02476825662,0.027831555272707482,72.25339256737517
449,18911.020879943055,0.009167950945135757,72.26256051832031
450,40035.20348724979,0.019408829590945878,72.28196934791126
451,37886.39043358032,0.01836709774625192,72.3003364456575
452,26642.165013336693,0.012915963842731398,72.31325240950024
453,41414.623180254974,0.020077564090183755,72.33332997359042
454,39404.61172078906,0.01910312243647649,72.3524330960269
455,47099.36845116967,0.02283349493655144,72.37526659096345
456,61496.64443549128,0.0298132090834399,72.40507980004689
457,43655.91432662381,0.021164128766629636,72.42624392881352
458,18832.527332694357,0.009129897738211906,72.43537382655173
459,35608.34657971856,0.01726271557483656,72.45263654212656
460,76180.07465788664,0.03693164911054699,72.4895681912371
461,17631.88761728789,0.00854783471350748,72.49811602595061
462,54902.33323774562,0.02661632606153962,72.52473235201215
463,74006.94858362497,0.03587813045743415,72.56061048246958
464,41624.88583112592,0.020179498178301836,72.58078998064789
465,24988.250507333494,0.012114155883512886,72.5929041365314
466,39623.12607077222,0.019209056899463554,72.61211319343087
467,21865.48549547496,0.010600257896531682,72.6227134513274
468,18164.48352,0.008806034053492536,72.63151948538089
469,53703.93878492744,0.026035351526843165,72.65755483690774
470,16736.10132801755,0.008113562824671173,72.66566839973241
471,19638.617772223657,0.009520685610208047,72.67518908534262
472,24364.828054598314,0.011811924369886132,72.6870010097125
473,79270.6859042646,0.03842995914241468,72.72543096885492
474,60530.01242493877,0.029344591608423395,72.75477556046334
475,13470.665953510428,0.006530499090669181,72.76130605955402
476,34364.62301488032,0.016659765755039174,72.77796582530905
477,11350.330456632564,0.005502572996884187,72.78346839830594
478,39700.983203293414,0.019246801576295904,72.80271519988224
479,59709.224312599166,0.028946678391677867,72.83166187827392
480,48733.75059288961,0.023625833721222036,72.85528771199515
481,13841.341350094124,0.006710200328059929,72.8619979123232
482,32884.33425509714,0.01594213052950137,72.8779400428527
483,47367.69651891912,0.022963578794950597,72.90090362164766
484,16994.630010331428,0.008238895999036076,72.9091425176467
485,26507.067790266017,0.012850469508935295,72.92199298715563
486,63048.35632190377,0.030565469817851222,72.95255845697348
487,11178.479930394858,0.005419260879339331,72.95797771785281
488,29427.370300762275,0.014266214874093347,72.97224393272691
489,23068.84133001665,0.011183637679709962,72.98342757040662
490,40790.09664465501,0.019774797323721737,73.00320236773034
491,34669.07855548299,0.016807363998356667,73.02000973172869
492,76153.64614194544,0.036918836722509354,73.0569285684512
493,60454.44311340236,0.029307956053657644,73.08623652450486
494,65620.97321695182,0.03181265925538406,73.11804918376023
495,37630.434347157854,0.01824301175114211,73.13629219551137
496,50288.72805572865,0.024379677587748554,73.16067187309912
497,62602.84077486159,0.030349486518667725,73.19102135961779
498,39498.48343159223,0.019148630886033132,73.21016999050383
499,23729.55309453891,0.011503946830890616,73.22167393733471
500,37259.91358561935,0.018063385479905634,73.23973732281462
501,34170.639200155696,0.016565723550293267,73.2563030463649
502,41418.30609971039,0.02007934954772814,73.27638239591263
503,15408.723305514854,0.007470057819139569,73.28385245373177
504,26630.06795561246,0.012910099260776759,73.29676255299255
505,37965.33982002991,0.018405371941321212,73.31516792493387
506,16619.059337702034,0.008056821560804676,73.32322474649467
507,36114.63009189654,0.01750815882369372,73.34073290531836
508,41439.40115267285,0.020089576304494615,73.36082248162286
509,44637.854099748525,0.021640167354299588,73.38246264897717
510,34079.66191548015,0.016521618301384596,73.39898426727855
511,42209.63087494215,0.020462979113104476,73.41944724639166
512,52697.468715908515,0.02554742079697446,73.44499466718862
513,35869.4440377801,0.01738929407647349,73.4623839612651
514,44246.66521145929,0.021450521297596132,73.4838344825627
